Financial year,Sub ICB,Paracetamol type,Item count,Total item count,Cost,Total cost,Patient count,Total patients,Percentage of items,Percentage of cost,Percentage of patients
2021/22,Cornwall and the Isles of Scilly - 11N,Non-liquid,13550,17650,59490,116020,2890,3540,76.8,51.3,81.5
2021/22,Coventry and Warwickshire - B2M3M,Liquid,3500,22530,53710,143740,970,4980,15.5,37.4,19.5
2021/22,Coventry and Warwickshire - B2M3M,Non-liquid,19030,22530,90030,143740,4350,4980,84.5,62.6,87.4
2021/22,Derby and Derbyshire - 15M,Liquid,8130,40340,128460,291360,1810,7360,20.2,44.1,24.6
2021/22,Derby and Derbyshire - 15M,Non-liquid,32220,40340,162900,291360,6230,7360,79.8,55.9,84.7
2021/22,Devon - 15N,Liquid,12710,53430,214410,414050,2710,9360,23.8,51.8,29
2021/22,Devon - 15N,Non-liquid,40720,53430,199640,414050,7640,9360,76.2,48.2,81.5
2021/22,Dorset - 11J,Liquid,7660,29130,172410,278250,1790,5840,26.3,62,30.7
2021/22,Dorset - 11J,Non-liquid,21480,29130,105850,278250,4680,5840,73.7,38,80
2021/22,Frimley - D4U1Y,Liquid,2780,17150,52450,123830,640,3300,16.2,42.4,19.2
2021/22,Frimley - D4U1Y,Non-liquid,14370,17150,71370,123830,2920,3300,83.8,57.6,88.5
2021/22,Gloucestershire - 11M,Liquid,3390,17540,62420,130200,730,3130,19.3,47.9,23.3
2021/22,Gloucestershire - 11M,Non-liquid,14160,17540,67770,130200,2640,3130,80.7,52.1,84.4
2021/22,Greater Manchester - 00T,Liquid,1120,6510,19820,43250,270,1160,17.1,45.8,23.6
2021/22,Greater Manchester - 00T,Non-liquid,5390,6510,23440,43250,980,1160,82.9,54.2,84.2
2021/22,Greater Manchester - 00V,Liquid,600,4100,9740,24280,180,840,14.7,40.1,21.2
2021/22,Greater Manchester - 00V,Non-liquid,3500,4100,14540,24280,720,840,85.3,59.9,86
2021/22,Greater Manchester - 00Y,Liquid,840,6620,8760,33220,190,1230,12.6,26.4,15.6
2021/22,Greater Manchester - 00Y,Non-liquid,5790,6620,24460,33220,1110,1230,87.4,73.6,90.2
2021/22,Greater Manchester - 01D,Liquid,790,5870,10220,32660,190,1050,13.5,31.3,18.5
2021/22,Greater Manchester - 01D,Non-liquid,5080,5870,22440,32660,920,1050,86.5,68.7,88.3
2021/22,Greater Manchester - 01G,Liquid,1780,6420,27200,47500,400,1300,27.7,57.3,31.3
2021/22,Greater Manchester - 01G,Non-liquid,4640,6420,20300,47500,1020,1300,72.3,42.7,78.5
2021/22,Greater Manchester - 01W,Liquid,2100,11180,31750,70560,480,2190,18.7,45,22.2
2021/22,Greater Manchester - 01W,Non-liquid,9090,11180,38810,70560,1860,2190,81.3,55,85.1
2021/22,Greater Manchester - 01Y,Liquid,740,6600,11300,39760,190,1090,11.2,28.4,17.4
2021/22,Greater Manchester - 01Y,Non-liquid,5860,6600,28460,39760,950,1090,88.8,71.6,87.4
2021/22,Greater Manchester - 02A,Liquid,1040,4440,14670,29590,270,950,23.5,49.6,28.7
2021/22,Greater Manchester - 02A,Non-liquid,3390,4440,14920,29590,750,950,76.5,50.4,78.8
2021/22,Greater Manchester - 02H,Liquid,1730,8520,29910,60940,370,1570,20.3,49.1,23.7
2021/22,Greater Manchester - 02H,Non-liquid,6790,8520,31030,60940,1320,1570,79.7,50.9,84.3
2021/22,Greater Manchester - 14L,Liquid,1730,9480,24570,59160,400,1700,18.2,41.5,23.6
2021/22,Greater Manchester - 14L,Non-liquid,7760,9480,34600,59160,1430,1700,81.8,58.5,84.2
2021/22,Hampshire and Isle of Wight - 10R,Liquid,1050,4810,21450,41310,250,950,21.9,51.9,26.7
2021/22,Hampshire and Isle of Wight - 10R,Non-liquid,3760,4810,19860,41310,780,950,78.1,48.1,82.5
2021/22,Hampshire and Isle of Wight - D9Y0V,Liquid,9610,49500,159850,362330,2550,10600,19.4,44.1,24
2021/22,Hampshire and Isle of Wight - D9Y0V,Non-liquid,39890,49500,202480,362330,8930,10600,80.6,55.9,84.3
2021/22,Herefordshire and Worcestershire - 18C,Liquid,6710,27150,100440,193120,1550,5160,24.7,52,30
2021/22,Herefordshire and Worcestershire - 18C,Non-liquid,20450,27150,92680,193120,4130,5160,75.3,48,80.1
2021/22,Hertfordshire and West Essex - 06K,Liquid,2040,14980,54240,124640,480,2870,13.6,43.5,16.6
2021/22,Hertfordshire and West Essex - 06K,Non-liquid,12940,14980,70400,124640,2580,2870,86.4,56.5,89.9
2021/22,Hertfordshire and West Essex - 06N,Liquid,2090,18180,45030,124430,530,3530,11.5,36.2,14.9
2021/22,Hertfordshire and West Essex - 06N,Non-liquid,16090,18180,79400,124430,3200,3530,88.5,63.8,90.5
2021/22,Hertfordshire and West Essex - 07H,Liquid,1220,7130,29570,57940,280,1310,17.2,51,21
2021/22,Hertfordshire and West Essex - 07H,Non-liquid,5910,7130,28370,57940,1140,1310,82.8,49,87.2
2021/22,Humber and North Yorkshire - 02Y,Liquid,2020,13780,27790,80670,510,2870,14.6,34.4,17.8
2021/22,Humber and North Yorkshire - 02Y,Non-liquid,11760,13780,52880,80670,2550,2870,85.4,65.6,88.9
2021/22,Humber and North Yorkshire - 03F,Liquid,1370,9670,24270,64650,320,1840,14.2,37.5,17.5
2021/22,Humber and North Yorkshire - 03F,Non-liquid,8300,9670,40380,64650,1640,1840,85.8,62.5,88.8
2021/22,Humber and North Yorkshire - 03H,Liquid,420,4370,4260,21670,130,960,9.6,19.6,13.2
2021/22,Humber and North Yorkshire - 03H,Non-liquid,3960,4370,17410,21670,890,960,90.4,80.4,92.2
2021/22,Humber and North Yorkshire - 03K,Liquid,750,5530,10240,31560,240,1280,13.5,32.4,18.9
2021/22,Humber and North Yorkshire - 03K,Non-liquid,4780,5530,21330,31560,1130,1280,86.5,67.6,88.6
2021/22,Humber and North Yorkshire - 03Q,Liquid,1940,9970,28270,66470,430,1840,19.5,42.5,23.6
2021/22,Humber and North Yorkshire - 03Q,Non-liquid,8020,9970,38200,66470,1580,1840,80.5,57.5,85.6
2021/22,Humber and North Yorkshire - 42D,Liquid,3110,14300,64270,118120,810,3200,21.8,54.4,25.4
2021/22,Humber and North Yorkshire - 42D,Non-liquid,11190,14300,53860,118120,2650,3200,78.2,45.6,82.7
2021/22,Kent and Medway - 91Q,Liquid,7600,43100,125070,283830,2100,9800,17.6,44.1,21.5
2021/22,Kent and Medway - 91Q,Non-liquid,35490,43100,158750,283830,8390,9800,82.4,55.9,85.6
2021/22,Lancashire and South Cumbria - 00Q,Liquid,650,3620,6950,19480,140,640,18,35.7,22.1
2021/22,Lancashire and South Cumbria - 00Q,Non-liquid,2970,3620,12530,19480,550,640,82,64.3,85.8
2021/22,Lancashire and South Cumbria - 00R,Liquid,1080,5670,12770,31230,280,1130,19.1,40.9,24.4
2021/22,Lancashire and South Cumbria - 00R,Non-liquid,4590,5670,18460,31230,950,1130,80.9,59.1,83.5
2021/22,Lancashire and South Cumbria - 00X,Liquid,970,4950,12290,31010,220,960,19.6,39.6,23.4
2021/22,Lancashire and South Cumbria - 00X,Non-liquid,3980,4950,18710,31010,800,960,80.4,60.4,83.6
2021/22,Lancashire and South Cumbria - 01A,Liquid,2760,12800,42550,93690,680,2450,21.6,45.4,27.9
2021/22,Lancashire and South Cumbria - 01A,Non-liquid,10030,12800,51140,93690,2000,2450,78.4,54.6,81.6
2021/22,Lancashire and South Cumbria - 01E,Liquid,1090,5270,13650,32000,290,1150,20.7,42.7,25.6
2021/22,Lancashire and South Cumbria - 01E,Non-liquid,4180,5270,18350,32000,940,1150,79.3,57.3,81.8
2021/22,Lancashire and South Cumbria - 01K,Liquid,3090,12670,59220,107530,710,2340,24.4,55.1,30.3
2021/22,Lancashire and South Cumbria - 01K,Non-liquid,9580,12670,48310,107530,1910,2340,75.6,44.9,81.4
2021/22,Lancashire and South Cumbria - 02G,Liquid,1200,4370,14720,27360,290,950,27.3,53.8,30.6
2021/22,Lancashire and South Cumbria - 02G,Non-liquid,3180,4370,12640,27360,760,950,72.7,46.2,79.6
2021/22,Lancashire and South Cumbria - 02M,Liquid,1830,9580,23890,58810,430,1760,19.1,40.6,24.2
2021/22,Lancashire and South Cumbria - 02M,Non-liquid,7750,9580,34930,58810,1450,1760,80.9,59.4,82.8
2021/22,"Leicester, Leicestershire and Rutland - 03W",Liquid,840,9720,13630,54840,210,1860,8.6,24.9,11.4
2021/22,"Leicester, Leicestershire and Rutland - 03W",Non-liquid,8880,9720,41210,54840,1730,1860,91.4,75.1,93.2
2021/22,"Leicester, Leicestershire and Rutland - 04C",Liquid,1080,8880,17060,55210,270,1740,12.1,30.9,15.6
2021/22,"Leicester, Leicestershire and Rutland - 04C",Non-liquid,7800,8880,38150,55210,1570,1740,87.9,69.1,90.2
2021/22,"Leicester, Leicestershire and Rutland - 04V",Liquid,860,9430,17220,62040,220,1800,9.1,27.7,12
2021/22,"Leicester, Leicestershire and Rutland - 04V",Non-liquid,8570,9430,44830,62040,1660,1800,90.9,72.3,92.3
2021/22,Lincolnshire - 71E,Liquid,3650,27940,63560,166410,950,5350,13,38.2,17.7
2021/22,Lincolnshire - 71E,Non-liquid,24300,27940,102850,166410,4780,5350,87,61.8,89.4
2021/22,Mid and South Essex - 06Q,Liquid,750,8400,17330,53430,200,1750,8.9,32.4,11.4
2021/22,Mid and South Essex - 06Q,Non-liquid,7650,8400,36100,53430,1620,1750,91.1,67.6,92.5
2021/22,Mid and South Essex - 07G,Liquid,400,3140,8250,20450,70,490,12.7,40.4,13.9
2021/22,Mid and South Essex - 07G,Non-liquid,2740,3140,12190,20450,440,490,87.3,59.6,89.8
2021/22,Mid and South Essex - 99E,Liquid,740,6050,22090,50390,160,1050,12.3,43.8,15.2
2021/22,Mid and South Essex - 99E,Non-liquid,5310,6050,28300,50390,960,1050,87.7,56.2,91.2
2021/22,Mid and South Essex - 99F,Liquid,450,2920,11320,23290,110,600,15.4,48.6,18.1
2021/22,Mid and South Essex - 99F,Non-liquid,2470,2920,11970,23290,540,600,84.6,51.4,88.9
2021/22,Mid and South Essex - 99G,Liquid,610,4860,13040,38700,150,920,12.6,33.7,16
2021/22,Mid and South Essex - 99G,Non-liquid,4250,4860,25660,38700,830,920,87.4,66.3,90.5
2021/22,Norfolk and Waveney - 26A,Liquid,6490,31130,118970,237880,1450,6300,20.9,50,23
2021/22,Norfolk and Waveney - 26A,Non-liquid,24630,31130,118910,237880,5360,6300,79.1,50,85.1
2021/22,North Central London - 93C,Liquid,2360,20310,37100,118520,450,3380,11.6,31.3,13.3
2021/22,North Central London - 93C,Non-liquid,17950,20310,81420,118520,3080,3380,88.4,68.7,91
2021/22,North East London - A3A8R,Liquid,1950,22980,26250,109900,430,3570,8.5,23.9,12
2021/22,North East London - A3A8R,Non-liquid,21030,22980,83650,109900,3270,3570,91.5,76.1,91.7
2021/22,North East and North Cumbria - 00L,Liquid,3290,15160,57930,108040,720,2630,21.7,53.6,27.5
2021/22,North East and North Cumbria - 00L,Non-liquid,11880,15160,50110,108040,2140,2630,78.3,46.4,81.4
2021/22,North East and North Cumbria - 00N,Liquid,1300,5490,17440,34110,310,1000,23.7,51.1,30.7
2021/22,North East and North Cumbria - 00N,Non-liquid,4190,5490,16670,34110,780,1000,76.3,48.9,78.4
2021/22,North East and North Cumbria - 00P,Liquid,2340,10800,32700,70070,520,1880,21.7,46.7,27.5
2021/22,North East and North Cumbria - 00P,Non-liquid,8460,10800,37370,70070,1530,1880,78.3,53.3,81.3
2021/22,North East and North Cumbria - 01H,Liquid,2740,11730,47870,89860,580,1940,23.4,53.3,29.6
2021/22,North East and North Cumbria - 01H,Non-liquid,8990,11730,41990,89860,1570,1940,76.6,46.7,80.6
2021/22,North East and North Cumbria - 13T,Liquid,3840,20370,59490,131500,970,3670,18.8,45.2,26.5
2021/22,North East and North Cumbria - 13T,Non-liquid,16530,20370,72020,131500,3000,3670,81.2,54.8,81.8
2021/22,North East and North Cumbria - 16C,Liquid,5440,26620,103320,201200,1260,5280,20.4,51.3,23.9
2021/22,North East and North Cumbria - 16C,Non-liquid,21180,26620,97890,201200,4490,5280,79.6,48.7,85.1
2021/22,North East and North Cumbria - 84H,Liquid,4890,25740,81750,170490,1190,4460,19,48,26.7
2021/22,North East and North Cumbria - 84H,Non-liquid,20840,25740,88740,170490,3730,4460,81,52,83.6
2021/22,North East and North Cumbria - 99C,Liquid,1900,8240,29020,54940,480,1640,23.1,52.8,29.5
2021/22,North East and North Cumbria - 99C,Non-liquid,6340,8240,25920,54940,1330,1640,76.9,47.2,80.8
2021/22,North West London - W2U3Z,Liquid,4490,27410,78100,177980,920,5070,16.4,43.9,18
2021/22,North West London - W2U3Z,Non-liquid,22910,27410,99880,177980,4450,5070,83.6,56.1,87.8
2021/22,Northamptonshire - 78H,Liquid,2300,17440,31930,95640,590,3680,13.2,33.4,15.9
2021/22,Northamptonshire - 78H,Non-liquid,15140,17440,63700,95640,3300,3680,86.8,66.6,89.6
2021/22,Nottingham and Nottinghamshire - 02Q,Liquid,640,4260,12920,28730,140,760,15,45,19.1
2021/22,Nottingham and Nottinghamshire - 02Q,Non-liquid,3620,4260,15810,28730,670,760,85,55,88
2021/22,Nottingham and Nottinghamshire - 52R,Liquid,5250,32350,96080,228780,1230,6170,16.2,42,19.9
2021/22,Nottingham and Nottinghamshire - 52R,Non-liquid,27100,32350,132690,228780,5380,6170,83.8,58,87.3
2021/22,"Shropshire, Telford and Wrekin - M2L0M",Liquid,3690,15690,41240,92030,830,3260,23.5,44.8,25.6
2021/22,"Shropshire, Telford and Wrekin - M2L0M",Non-liquid,12000,15690,50790,92030,2670,3260,76.5,55.2,82
2021/22,Somerset - 11X,Liquid,4940,21580,85920,160470,1260,4340,22.9,53.5,29.1
2021/22,Somerset - 11X,Non-liquid,16640,21580,74550,160470,3500,4340,77.1,46.5,80.7
2021/22,South East London - 72Q,Liquid,4080,25130,79230,176450,790,3910,16.2,44.9,20.2
2021/22,South East London - 72Q,Non-liquid,21050,25130,97220,176450,3380,3910,83.8,55.1,86.5
2021/22,South West London - 36L,Liquid,3630,31730,56130,179510,700,4950,11.4,31.3,14.1
2021/22,South West London - 36L,Non-liquid,28100,31730,123380,179510,4500,4950,88.6,68.7,91
2021/22,South Yorkshire - 02P,Liquid,1270,10270,17630,53200,290,1640,12.4,33.1,17.4
2021/22,South Yorkshire - 02P,Non-liquid,9000,10270,35570,53200,1470,1640,87.6,66.9,89.7
2021/22,South Yorkshire - 02X,Liquid,1740,8240,28420,59920,420,1720,21.1,47.4,24.5
2021/22,South Yorkshire - 02X,Non-liquid,6500,8240,31500,59920,1440,1720,78.9,52.6,83.6
2021/22,South Yorkshire - 03L,Liquid,1030,8150,21770,58830,280,1660,12.6,37,16.9
2021/22,South Yorkshire - 03L,Non-liquid,7120,8150,37050,58830,1510,1660,87.4,63,91
2021/22,South Yorkshire - 03N,Liquid,2610,15220,47230,105390,640,3270,17.1,44.8,19.5
2021/22,South Yorkshire - 03N,Non-liquid,12610,15220,58160,105390,2880,3270,82.9,55.2,88.3
2021/22,Staffordshire and Stoke-on-Trent - 04Y,Liquid,880,5280,14960,34670,180,870,16.7,43.2,20.8
2021/22,Staffordshire and Stoke-on-Trent - 04Y,Non-liquid,4400,5280,19710,34670,770,870,83.3,56.8,87.9
2021/22,Staffordshire and Stoke-on-Trent - 05D,Liquid,690,3430,12990,26850,180,740,20.1,48.4,24.3
2021/22,Staffordshire and Stoke-on-Trent - 05D,Non-liquid,2740,3430,13860,26850,600,740,79.9,51.6,81
2021/22,Staffordshire and Stoke-on-Trent - 05G,Liquid,1220,5780,22330,44100,350,1290,21.1,50.6,27
2021/22,Staffordshire and Stoke-on-Trent - 05G,Non-liquid,4560,5780,21770,44100,1050,1290,78.9,49.4,81.7
2021/22,Staffordshire and Stoke-on-Trent - 05Q,Liquid,720,5900,9210,31930,200,1260,12.2,28.8,16.2
2021/22,Staffordshire and Stoke-on-Trent - 05Q,Non-liquid,5180,5900,22730,31930,1130,1260,87.8,71.2,89.6
2021/22,Staffordshire and Stoke-on-Trent - 05V,Liquid,1080,4950,17930,35790,260,1050,21.7,50.1,25.1
2021/22,Staffordshire and Stoke-on-Trent - 05V,Non-liquid,3880,4950,17870,35790,870,1050,78.3,49.9,82.8
2021/22,Staffordshire and Stoke-on-Trent - 05W,Liquid,1120,7700,20960,54740,270,1570,14.5,38.3,17
2021/22,Staffordshire and Stoke-on-Trent - 05W,Non-liquid,6580,7700,33780,54740,1400,1570,85.5,61.7,88.9
2021/22,Suffolk and North East Essex - 06L,Liquid,3020,13590,84270,140720,670,2480,22.2,59.9,26.9
2021/22,Suffolk and North East Essex - 06L,Non-liquid,10580,13590,56450,140720,2060,2480,77.8,40.1,83.2
2021/22,Suffolk and North East Essex - 06T,Liquid,1340,9350,33310,79480,360,1850,14.4,41.9,19.5
2021/22,Suffolk and North East Essex - 06T,Non-liquid,8010,9350,46170,79480,1600,1850,85.6,58.1,86.4
2021/22,Suffolk and North East Essex - 07K,Liquid,1490,7350,25330,53280,360,1440,20.3,47.5,25.4
2021/22,Suffolk and North East Essex - 07K,Non-liquid,5860,7350,27950,53280,1180,1440,79.7,52.5,82.5
2021/22,Surrey Heartlands - 92A,Liquid,6410,37760,138710,301950,1440,6670,17,45.9,21.7
2021/22,Surrey Heartlands - 92A,Non-liquid,31360,37760,163240,301950,5740,6670,83,54.1,86
2021/22,Sussex - 09D,Liquid,1010,6520,16170,41710,280,1370,15.5,38.8,20.5
2021/22,Sussex - 09D,Non-liquid,5500,6520,25540,41710,1160,1370,84.5,61.2,84.7
2021/22,Sussex - 70F,Liquid,4780,31860,90180,228030,1260,6510,15,39.5,19.3
2021/22,Sussex - 70F,Non-liquid,27080,31860,137850,228030,5710,6510,85,60.5,87.7
2021/22,Sussex - 97R,Liquid,2690,16180,52500,119350,710,3510,16.6,44,20.3
2021/22,Sussex - 97R,Non-liquid,13500,16180,66850,119350,3020,3510,83.4,56,86.2
2021/22,West Yorkshire - 02T,Liquid,1400,5970,22720,40260,340,1160,23.5,56.4,29.8
2021/22,West Yorkshire - 02T,Non-liquid,4570,5970,17540,40260,910,1160,76.5,43.6,78.9
2021/22,West Yorkshire - 03R,Liquid,2010,10390,42870,82060,450,1980,19.4,52.2,22.8
2021/22,West Yorkshire - 03R,Non-liquid,8380,10390,39190,82060,1690,1980,80.6,47.8,85.4
2021/22,West Yorkshire - 15F,Liquid,3820,20170,65390,146810,960,4040,18.9,44.5,23.8
2021/22,West Yorkshire - 15F,Non-liquid,16350,20170,81410,146810,3410,4040,81.1,55.5,84.4
2021/22,West Yorkshire - 36J,Liquid,3320,16130,52050,108900,820,3270,20.6,47.8,25.1
2021/22,West Yorkshire - 36J,Non-liquid,12810,16130,56840,108900,2730,3270,79.4,52.2,83.5
2021/22,West Yorkshire - X2C4Y,Liquid,2290,13220,40430,87470,580,2570,17.3,46.2,22.6
2021/22,West Yorkshire - X2C4Y,Non-liquid,10930,13220,47040,87470,2200,2570,82.7,53.8,85.7
2022/23,"Bath and North East Somerset, Swindon and Wiltshire - 92G",Liquid,6920,33310,233060,357690,1520,5900,20.8,65.2,25.7
2022/23,"Bath and North East Somerset, Swindon and Wiltshire - 92G",Non-liquid,26390,33310,124630,357690,5020,5900,79.2,34.8,85
2022/23,"Bedfordshire, Luton and Milton Keynes - M1J4Y",Liquid,3190,17130,90510,150170,780,3780,18.6,60.3,20.6
